key_0,pokedex_number,name,date_published,generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,percentage_male,Experience to level 100
427,361,Snorunt,2002,3,Normal,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300.0,50.0,50.0,50.0,50.0,50.0,50.0,190.0,60.0,50.0,1000000
428,362,Glalie,2002,3,Normal,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,168.0,50.0,1000000
429,362,Mega Glalie,2002,3,Normal,1,Ice,,2.1,350.2,1,Refrigerate,,,580.0,80.0,120.0,80.0,120.0,80.0,100.0,75.0,203.0,50.0,1000000
430,363,Spheal,2002,3,Normal,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290.0,70.0,40.0,50.0,55.0,50.0,25.0,255.0,58.0,50.0,1000000
431,364,Sealeo,2002,3,Normal,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410.0,90.0,60.0,70.0,75.0,70.0,45.0,120.0,144.0,50.0,1059860
432,365,Walrein,2002,3,Normal,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530.0,110.0,80.0,90.0,95.0,90.0,65.0,45.0,239.0,50.0,1059860
433,366,Clamperl,2002,3,Normal,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345.0,35.0,64.0,85.0,74.0,55.0,32.0,255.0,69.0,50.0,1059860
434,367,Huntail,2002,3,Normal,1,Water,,1.7,27.0,2,Swift Swim,,Water Veil,485.0,55.0,104.0,105.0,94.0,75.0,52.0,60.0,170.0,50.0,600000
435,368,Gorebyss,2002,3,Normal,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485.0,55.0,84.0,105.0,114.0,75.0,52.0,60.0,170.0,50.0,600000
436,369,Relicanth,2002,3,Normal,2,Water,Rock,1.0,23.4,3,Swift Swim,Rock Head,Sturdy,485.0,100.0,90.0,130.0,45.0,65.0,55.0,25.0,170.0,87.5,600000
437,370,Luvdisc,2002,3,Normal,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330.0,43.0,30.0,55.0,40.0,65.0,97.0,225.0,116.0,25.0,1250000
438,371,Bagon,2002,3,Normal,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300.0,45.0,75.0,60.0,40.0,30.0,50.0,45.0,60.0,50.0,800000
439,372,Shelgon,2002,3,Normal,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420.0,65.0,95.0,100.0,60.0,50.0,50.0,45.0,147.0,50.0,1250000
440,373,Salamence,2002,3,Normal,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600.0,95.0,135.0,80.0,110.0,80.0,100.0,45.0,270.0,50.0,1250000
441,373,Mega Salamence,2002,3,Normal,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,700.0,95.0,145.0,130.0,120.0,90.0,120.0,45.0,315.0,50.0,1250000
442,374,Beldum,2002,3,Normal,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3.0,60.0,,1250000
443,375,Metang,2002,3,Normal,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,147.0,,1250000
444,376,Metagross,2002,3,Normal,2,Steel,Psychic,1.6,550.0,2,Clear Body,,Light Metal,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,270.0,,1250000
445,376,Mega Metagross,2002,3,Normal,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,315.0,,1250000
446,377,Regirock,2002,3,Sub Legendary,1,Rock,,1.7,230.0,2,Clear Body,,Sturdy,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,261.0,,1250000
447,378,Regice,2002,3,Sub Legendary,1,Ice,,1.8,175.0,2,Clear Body,,Ice Body,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,261.0,,1250000
448,379,Registeel,2002,3,Sub Legendary,1,Steel,,1.9,205.0,2,Clear Body,,Light Metal,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,261.0,,1250000
449,380,Latias,2002,3,Sub Legendary,2,Dragon,Psychic,1.4,40.0,1,Levitate,,,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3.0,270.0,0.0,1250000
450,380,Mega Latias,2002,3,Sub Legendary,2,Dragon,Psychic,1.8,52.0,1,Levitate,,,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,315.0,0.0,1250000
451,381,Latios,2002,3,Sub Legendary,2,Dragon,Psychic,2.0,60.0,1,Levitate,,,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3.0,270.0,100.0,1250000
452,381,Mega Latios,2002,3,Sub Legendary,2,Dragon,Psychic,2.3,70.0,1,Levitate,,,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,315.0,100.0,1250000
453,382,Kyogre,2002,3,Legendary,1,Water,,4.5,352.0,1,Drizzle,,,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,302.0,,1250000
454,382,Primal Kyogre,2002,3,Legendary,1,Water,,9.8,430.0,1,Primordial Sea,,,770.0,100.0,150.0,90.0,180.0,160.0,90.0,5.0,347.0,,1250000
455,383,Groudon,2002,3,Legendary,1,Ground,,3.5,950.0,1,Drought,,,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,302.0,,1250000
456,383,Primal Groudon,2002,3,Legendary,2,Ground,Fire,5.0,999.7,1,Desolate Land,,,770.0,100.0,180.0,160.0,150.0,90.0,90.0,5.0,347.0,,1250000
457,384,Rayquaza,2002,3,Legendary,2,Dragon,Flying,7.0,206.5,1,Air Lock,,,680.0,105.0,150.0,90.0,150.0,90.0,95.0,45.0,306.0,,1250000
458,384,Mega Rayquaza,2002,3,Legendary,2,Dragon,Flying,10.8,392.0,1,Delta Stream,,,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,351.0,,1250000
459,385,Jirachi,2002,3,Mythical,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,270.0,,1250000
460,386,Deoxys Normal Forme,2002,3,Mythical,1,Psychic,,1.7,60.8,1,Pressure,,,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3.0,270.0,,1250000
461,386,Deoxys Attack Forme,2002,3,Mythical,1,Psychic,,1.7,60.8,1,Pressure,,,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,270.0,,1250000
462,386,Deoxys Defense Forme,2002,3,Mythical,1,Psychic,,1.7,60.8,1,Pressure,,,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3.0,270.0,,1250000
463,386,Deoxys Speed Forme,2002,3,Mythical,1,Psychic,,1.7,60.8,1,Pressure,,,600.0,50.0,95.0,90.0,95.0,90.0,180.0,3.0,270.0,,1250000
464,387,Turtwig,2006,4,Normal,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318.0,55.0,68.0,64.0,45.0,55.0,31.0,45.0,64.0,87.5,1250000
465,388,Grotle,2006,4,Normal,1,Grass,,1.1,97.0,2,Overgrow,,Shell Armor,405.0,75.0,89.0,85.0,55.0,65.0,36.0,45.0,142.0,87.5,1059860
466,389,Torterra,2006,4,Normal,2,Grass,Ground,2.2,310.0,2,Overgrow,,Shell Armor,525.0,95.0,109.0,105.0,75.0,85.0,56.0,45.0,236.0,87.5,1059860
467,390,Chimchar,2006,4,Normal,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309.0,44.0,58.0,44.0,58.0,44.0,61.0,45.0,62.0,87.5,1059860
468,391,Monferno,2006,4,Normal,2,Fire,Fighting,0.9,22.0,2,Blaze,,Iron Fist,405.0,64.0,78.0,52.0,78.0,52.0,81.0,45.0,142.0,87.5,1059860
469,392,Infernape,2006,4,Normal,2,Fire,Fighting,1.2,55.0,2,Blaze,,Iron Fist,534.0,76.0,104.0,71.0,104.0,71.0,108.0,45.0,240.0,87.5,1059860
470,393,Piplup,2006,4,Normal,1,Water,,0.4,5.2,2,Torrent,,Defiant,314.0,53.0,51.0,53.0,61.0,56.0,40.0,45.0,63.0,87.5,1059860
471,394,Prinplup,2006,4,Normal,1,Water,,0.8,23.0,2,Torrent,,Defiant,405.0,64.0,66.0,68.0,81.0,76.0,50.0,45.0,142.0,87.5,1059860
472,395,Empoleon,2006,4,Normal,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,530.0,84.0,86.0,88.0,111.0,101.0,60.0,45.0,239.0,87.5,1059860
473,396,Starly,2006,4,Normal,2,Normal,Flying,0.3,2.0,2,Keen Eye,,Reckless,245.0,40.0,55.0,30.0,30.0,30.0,60.0,255.0,49.0,50.0,1059860
474,397,Staravia,2006,4,Normal,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,340.0,55.0,75.0,50.0,40.0,40.0,80.0,120.0,119.0,50.0,1059860
475,398,Staraptor,2006,4,Normal,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,485.0,85.0,120.0,70.0,50.0,60.0,100.0,45.0,218.0,50.0,1059860
476,399,Bidoof,2006,4,Normal,1,Normal,,0.5,20.0,3,Simple,Unaware,Moody,250.0,59.0,45.0,40.0,35.0,40.0,31.0,255.0,50.0,50.0,1059860
477,400,Bibarel,2006,4,Normal,2,Normal,Water,1.0,31.5,3,Simple,Unaware,Moody,410.0,79.0,85.0,60.0,55.0,60.0,71.0,127.0,144.0,50.0,1000000
478,401,Kricketot,2006,4,Normal,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,194.0,37.0,25.0,41.0,25.0,41.0,25.0,255.0,39.0,50.0,1000000
479,402,Kricketune,2006,4,Normal,1,Bug,,1.0,25.5,2,Swarm,,Technician,384.0,77.0,85.0,51.0,55.0,51.0,65.0,45.0,134.0,50.0,1059860
480,403,Shinx,2006,4,Normal,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,263.0,45.0,65.0,34.0,40.0,34.0,45.0,235.0,53.0,50.0,1059860
481,404,Luxio,2006,4,Normal,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,363.0,60.0,85.0,49.0,60.0,49.0,60.0,120.0,127.0,50.0,1059860
482,405,Luxray,2006,4,Normal,1,Electric,,1.4,42.0,3,Rivalry,Intimidate,Guts,523.0,80.0,120.0,79.0,95.0,79.0,70.0,45.0,235.0,50.0,1059860
483,406,Budew,2006,4,Normal,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280.0,40.0,30.0,35.0,50.0,70.0,55.0,255.0,56.0,50.0,1059860
484,407,Roserade,2006,4,Normal,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515.0,60.0,70.0,65.0,125.0,105.0,90.0,75.0,232.0,50.0,1059860
485,408,Cranidos,2006,4,Normal,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350.0,67.0,125.0,40.0,30.0,30.0,58.0,45.0,70.0,87.5,1059860
486,409,Rampardos,2006,4,Normal,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495.0,97.0,165.0,60.0,65.0,50.0,58.0,45.0,173.0,87.5,600000
487,410,Shieldon,2006,4,Normal,2,Rock,Steel,0.5,57.0,2,Sturdy,,Soundproof,350.0,30.0,42.0,118.0,42.0,88.0,30.0,45.0,70.0,87.5,600000
488,411,Bastiodon,2006,4,Normal,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,173.0,87.5,600000
489,412,Burmy,2006,4,Normal,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224.0,40.0,29.0,45.0,29.0,45.0,36.0,120.0,45.0,50.0,600000
490,413,Wormadam Plant Cloak,2006,4,Normal,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,59.0,85.0,79.0,105.0,36.0,45.0,148.0,0.0,1000000
491,413,Wormadam Sandy Cloak,2006,4,Normal,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,79.0,105.0,59.0,85.0,36.0,45.0,148.0,0.0,1000000
492,413,Wormadam Trash Cloak,2006,4,Normal,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,69.0,95.0,69.0,95.0,36.0,45.0,148.0,0.0,1000000
493,414,Mothim,2006,4,Normal,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424.0,70.0,94.0,50.0,94.0,50.0,66.0,45.0,148.0,100.0,1000000
494,415,Combee,2006,4,Normal,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,49.0,87.5,1000000
495,416,Vespiquen,2006,4,Normal,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474.0,70.0,80.0,102.0,80.0,102.0,40.0,45.0,166.0,0.0,1059860
496,417,Pachirisu,2006,4,Normal,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405.0,60.0,45.0,70.0,45.0,90.0,95.0,200.0,142.0,50.0,1059860
497,418,Buizel,2006,4,Normal,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,66.0,50.0,1000000
498,419,Floatzel,2006,4,Normal,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495.0,85.0,105.0,55.0,85.0,50.0,115.0,75.0,173.0,50.0,1000000
499,420,Cherubi,2006,4,Normal,1,Grass,,0.4,3.3,1,Chlorophyll,,,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,55.0,50.0,1000000
500,421,Cherrim,2006,4,Normal,1,Grass,,0.5,9.3,1,Flower Gift,,,450.0,70.0,60.0,70.0,87.0,78.0,85.0,75.0,158.0,50.0,1000000
501,422,Shellos,2006,4,Normal,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325.0,76.0,48.0,48.0,57.0,62.0,34.0,190.0,65.0,50.0,1000000
502,423,Gastrodon,2006,4,Normal,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475.0,111.0,83.0,68.0,92.0,82.0,39.0,75.0,166.0,50.0,1000000
503,424,Ambipom,2006,4,Normal,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,169.0,50.0,1000000
504,425,Drifloon,2006,4,Normal,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348.0,90.0,50.0,34.0,60.0,44.0,70.0,125.0,70.0,50.0,800000
505,426,Drifblim,2006,4,Normal,2,Ghost,Flying,1.2,15.0,3,Aftermath,Unburden,Flare Boost,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,174.0,50.0,1640000
506,427,Buneary,2006,4,Normal,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350.0,55.0,66.0,44.0,44.0,56.0,85.0,190.0,70.0,50.0,1640000
507,428,Lopunny,2006,4,Normal,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480.0,65.0,76.0,84.0,54.0,96.0,105.0,60.0,168.0,50.0,1000000
508,428,Mega Lopunny,2006,4,Normal,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580.0,65.0,136.0,94.0,54.0,96.0,135.0,60.0,203.0,50.0,1000000
509,429,Mismagius,2006,4,Normal,1,Ghost,,0.9,4.4,1,Levitate,,,495.0,60.0,60.0,60.0,105.0,105.0,105.0,45.0,173.0,50.0,1000000
510,430,Honchkrow,2006,4,Normal,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505.0,100.0,125.0,52.0,105.0,52.0,71.0,30.0,177.0,50.0,800000
511,431,Glameow,2006,4,Normal,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310.0,49.0,55.0,42.0,42.0,37.0,85.0,190.0,62.0,25.0,1059860
512,432,Purugly,2006,4,Normal,1,Normal,,1.0,43.8,3,Thick Fat,Own Tempo,Defiant,452.0,71.0,82.0,64.0,64.0,59.0,112.0,75.0,158.0,25.0,800000
513,433,Chingling,2006,4,Normal,1,Psychic,,0.2,0.6,1,Levitate,,,285.0,45.0,30.0,50.0,65.0,50.0,45.0,120.0,57.0,50.0,800000
514,434,Stunky,2006,4,Normal,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329.0,63.0,63.0,47.0,41.0,41.0,74.0,225.0,66.0,50.0,800000
515,435,Skuntank,2006,4,Normal,2,Poison,Dark,1.0,38.0,3,Stench,Aftermath,Keen Eye,479.0,103.0,93.0,67.0,71.0,61.0,84.0,60.0,168.0,50.0,1000000
516,436,Bronzor,2006,4,Normal,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,60.0,,1000000
517,437,Bronzong,2006,4,Normal,2,Steel,Psychic,1.3,187.0,3,Levitate,Heatproof,Heavy Metal,500.0,67.0,89.0,116.0,79.0,116.0,33.0,90.0,175.0,,1000000
518,438,Bonsly,2006,4,Normal,1,Rock,,0.5,15.0,3,Sturdy,Rock Head,Rattled,290.0,50.0,80.0,95.0,10.0,45.0,10.0,255.0,58.0,50.0,1000000
519,439,Mime Jr.,2006,4,Normal,2,Psychic,Fairy,0.6,13.0,3,Soundproof,Filter,Technician,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,62.0,50.0,1000000
520,440,Happiny,2006,4,Normal,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220.0,100.0,5.0,5.0,15.0,65.0,30.0,130.0,110.0,0.0,1000000
521,441,Chatot,2006,4,Normal,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411.0,76.0,65.0,45.0,92.0,42.0,91.0,30.0,144.0,50.0,800000
522,442,Spiritomb,2006,4,Normal,2,Ghost,Dark,1.0,108.0,2,Pressure,,Infiltrator,485.0,50.0,92.0,108.0,92.0,108.0,35.0,100.0,170.0,50.0,1059860
523,443,Gible,2006,4,Normal,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300.0,58.0,70.0,45.0,40.0,45.0,42.0,45.0,60.0,50.0,1000000
524,444,Gabite,2006,4,Normal,2,Dragon,Ground,1.4,56.0,2,Sand Veil,,Rough Skin,410.0,68.0,90.0,65.0,50.0,55.0,82.0,45.0,144.0,50.0,1250000
525,445,Garchomp,2006,4,Normal,2,Dragon,Ground,1.9,95.0,2,Sand Veil,,Rough Skin,600.0,108.0,130.0,95.0,80.0,85.0,102.0,45.0,270.0,50.0,1250000
526,445,Mega Garchomp,2006,4,Normal,2,Dragon,Ground,1.9,95.0,1,Sand Force,,,700.0,108.0,170.0,115.0,120.0,95.0,92.0,45.0,315.0,50.0,1250000
527,446,Munchlax,2006,4,Normal,1,Normal,,0.6,105.0,3,Pickup,Thick Fat,Gluttony,390.0,135.0,85.0,40.0,40.0,85.0,5.0,50.0,78.0,87.5,1250000
528,447,Riolu,2006,4,Normal,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,57.0,87.5,1250000
529,448,Lucario,2006,4,Normal,2,Fighting,Steel,1.2,54.0,3,Steadfast,Inner Focus,Justified,525.0,70.0,110.0,70.0,115.0,70.0,90.0,45.0,184.0,87.5,1059860
530,448,Mega Lucario,2006,4,Normal,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,219.0,87.5,1059860
531,449,Hippopotas,2006,4,Normal,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330.0,68.0,72.0,78.0,38.0,42.0,32.0,140.0,66.0,50.0,1059860
532,450,Hippowdon,2006,4,Normal,1,Ground,,2.0,300.0,2,Sand Stream,,Sand Force,525.0,108.0,112.0,118.0,68.0,72.0,47.0,60.0,184.0,50.0,1250000
533,451,Skorupi,2006,4,Normal,2,Poison,Bug,0.8,12.0,3,Battle Armor,Sniper,Keen Eye,330.0,40.0,50.0,90.0,30.0,55.0,65.0,120.0,66.0,50.0,1250000
534,452,Drapion,2006,4,Normal,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500.0,70.0,90.0,110.0,60.0,75.0,95.0,45.0,175.0,50.0,1250000
535,453,Croagunk,2006,4,Normal,2,Poison,Fighting,0.7,23.0,3,Anticipation,Dry Skin,Poison Touch,300.0,48.0,61.0,40.0,61.0,40.0,50.0,140.0,60.0,50.0,1250000
536,454,Toxicroak,2006,4,Normal,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490.0,83.0,106.0,65.0,86.0,65.0,85.0,75.0,172.0,50.0,1000000
537,455,Carnivine,2006,4,Normal,1,Grass,,1.4,27.0,1,Levitate,,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,159.0,50.0,1000000
538,456,Finneon,2006,4,Normal,1,Water,,0.4,7.0,3,Swift Swim,Storm Drain,Water Veil,330.0,49.0,49.0,56.0,49.0,61.0,66.0,190.0,66.0,50.0,1250000
539,457,Lumineon,2006,4,Normal,1,Water,,1.2,24.0,3,Swift Swim,Storm Drain,Water Veil,460.0,69.0,69.0,76.0,69.0,86.0,91.0,75.0,161.0,50.0,600000
540,458,Mantyke,2006,4,Normal,2,Water,Flying,1.0,65.0,3,Swift Swim,Water Absorb,Water Veil,345.0,45.0,20.0,50.0,60.0,120.0,50.0,25.0,69.0,50.0,600000
541,459,Snover,2006,4,Normal,2,Grass,Ice,1.0,50.5,2,Snow Warning,,Soundproof,334.0,60.0,62.0,50.0,62.0,60.0,40.0,120.0,67.0,50.0,1250000
542,460,Abomasnow,2006,4,Normal,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,173.0,50.0,1250000
543,460,Mega Abomasnow,2006,4,Normal,2,Grass,Ice,2.7,185.0,1,Snow Warning,,,594.0,90.0,132.0,105.0,132.0,105.0,30.0,60.0,208.0,50.0,1250000
544,461,Weavile,2006,4,Normal,2,Dark,Ice,1.1,34.0,2,Pressure,,Pickpocket,510.0,70.0,120.0,65.0,45.0,85.0,125.0,45.0,179.0,50.0,1250000
545,462,Magnezone,2006,4,Normal,2,Electric,Steel,1.2,180.0,3,Magnet Pull,Sturdy,Analytic,535.0,70.0,70.0,115.0,130.0,90.0,60.0,30.0,241.0,,1059860
546,463,Lickilicky,2006,4,Normal,1,Normal,,1.7,140.0,3,Own Tempo,Oblivious,Cloud Nine,515.0,110.0,85.0,95.0,80.0,95.0,50.0,30.0,180.0,50.0,1000000
547,464,Rhyperior,2006,4,Normal,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535.0,115.0,140.0,130.0,55.0,55.0,40.0,30.0,241.0,50.0,1000000
548,465,Tangrowth,2006,4,Normal,1,Grass,,2.0,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535.0,100.0,100.0,125.0,110.0,50.0,50.0,30.0,187.0,50.0,1250000
549,466,Electivire,2006,4,Normal,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540.0,75.0,123.0,67.0,95.0,85.0,95.0,30.0,243.0,75.0,1000000
550,467,Magmortar,2006,4,Normal,1,Fire,,1.6,68.0,2,Flame Body,,Vital Spirit,540.0,75.0,95.0,67.0,125.0,95.0,83.0,30.0,243.0,75.0,1000000
551,468,Togekiss,2006,4,Normal,2,Fairy,Flying,1.5,38.0,3,Hustle,Serene Grace,Super Luck,545.0,85.0,50.0,95.0,120.0,115.0,80.0,30.0,245.0,87.5,1000000
552,469,Yanmega,2006,4,Normal,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515.0,86.0,76.0,86.0,116.0,56.0,95.0,30.0,180.0,50.0,800000
553,470,Leafeon,2006,4,Normal,1,Grass,,1.0,25.5,2,Leaf Guard,,Chlorophyll,525.0,65.0,110.0,130.0,60.0,65.0,95.0,45.0,184.0,87.5,1000000
554,471,Glaceon,2006,4,Normal,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525.0,65.0,60.0,110.0,130.0,95.0,65.0,45.0,184.0,87.5,1000000
555,472,Gliscor,2006,4,Normal,2,Ground,Flying,2.0,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510.0,75.0,95.0,125.0,45.0,75.0,95.0,30.0,179.0,50.0,1000000
556,473,Mamoswine,2006,4,Normal,2,Ice,Ground,2.5,291.0,3,Oblivious,Snow Cloak,Thick Fat,530.0,110.0,130.0,80.0,70.0,60.0,80.0,50.0,239.0,50.0,1059860
557,474,Porygon-Z,2006,4,Normal,1,Normal,,0.9,34.0,3,Adaptability,Download,Analytic,535.0,85.0,80.0,70.0,135.0,75.0,90.0,30.0,241.0,,1250000
558,475,Gallade,2006,4,Normal,2,Psychic,Fighting,1.6,52.0,2,Steadfast,,Justified,518.0,68.0,125.0,65.0,65.0,115.0,80.0,45.0,233.0,100.0,1000000
559,475,Mega Gallade,2006,4,Normal,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618.0,68.0,165.0,95.0,65.0,115.0,110.0,45.0,278.0,100.0,1250000
560,476,Probopass,2006,4,Normal,2,Rock,Steel,1.4,340.0,3,Sturdy,Magnet Pull,Sand Force,525.0,60.0,55.0,145.0,75.0,150.0,40.0,60.0,184.0,50.0,1250000
561,477,Dusknoir,2006,4,Normal,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525.0,45.0,100.0,135.0,65.0,135.0,45.0,45.0,236.0,50.0,1000000
562,478,Froslass,2006,4,Normal,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480.0,70.0,80.0,70.0,80.0,70.0,110.0,75.0,168.0,0.0,800000
563,479,Rotom,2006,4,Normal,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440.0,50.0,50.0,77.0,95.0,77.0,91.0,45.0,154.0,,1000000
564,479,Heat Rotom,2006,4,Normal,2,Electric,Fire,0.3,0.3,1,Levitate,,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,182.0,,1000000
565,479,Wash Rotom,2006,4,Normal,2,Electric,Water,0.3,0.3,1,Levitate,,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,182.0,,1000000
566,479,Frost Rotom,2006,4,Normal,2,Electric,Ice,0.3,0.3,1,Levitate,,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,182.0,,1000000
567,479,Fan Rotom,2006,4,Normal,2,Electric,Flying,0.3,0.3,1,Levitate,,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,182.0,,1000000
568,479,Mow Rotom,2006,4,Normal,2,Electric,Grass,0.3,0.3,1,Levitate,,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,182.0,,1000000
569,480,Uxie,2006,4,Sub Legendary,1,Psychic,,0.3,0.3,1,Levitate,,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,3.0,261.0,,1000000
570,481,Mesprit,2006,4,Sub Legendary,1,Psychic,,0.3,0.3,1,Levitate,,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,3.0,261.0,,1250000
571,482,Azelf,2006,4,Sub Legendary,1,Psychic,,0.3,0.3,1,Levitate,,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,3.0,261.0,,1250000
